"notation","title","description","id","title_en","description_en"
"1.5.4","unkomplizierte, detaillierte Texte zu einer Reihe verschiedener Themen aus ihren Interessengebieten verfassen, z. B. Erfahrungsberichte, Geschichten, Beschreibungen (B1),","","a2e",,
"1.5.5","kurze einfache Aufsätze zu Themen von allgemeinem Interesse schreiben (B1),","","x6a",,
"1.5.6","kurze Berichte zu vertrauten Themen schreiben, darin Informationen weitergeben, Gründe für Handlungen angeben und Stellung nehmen (B 1+).","","b6u",,
"1.6","Sprachmittlung","""""Die Schülerinnen und Schüler können mündlich in Routinesituationen und schriftlich zu vertrauten Themen zusammenhängende sprachliche Äußerungen und Texte sinngemäß von der einen in die andere Sprache übertragen.\n\nDie Schülerinnen und Schüler können""""","x5z",,
"1.6.1","in Alltagssituationen sprachmittelnd agieren,","","v6y",,
"1.6.2","persönliche und einfache Sach- und Gebrauchstexte sinngemäß übertragen.","","f9h",,
"2","Verfügung über die sprachlichen Mittel","Die sprachlichen Mittel Wortschatz, Grammatik, Aussprache, Intonation und Orthographie sind funktionale Bestandteile der Kommunikation. Anzustreben ist ihre höchstmögliche Verfügbarkeit, allerdings haben sie grundsätzlich dienende Funktion. Im Vordergrund steht die gelungene Kommunikation. Für die folgenden Bereiche werden keine detaillierten Listen angeführt. Die Entscheidung darüber bleibt den einzelnen Ländern vorbehalten. In diesem Zusammenhang sei auch auf die Ausführungen im Kapitel 5.2.1 – Linguistische Kompetenzen – des Gemeinsamen europäischen Referenzrahmens verwiesen (http://www.goethe.de/z/50/commeuro/deindex.htm). Bis zum Mittleren Schulabschluss erreichen die Schülerinnen und Schüler im Wesentlichen das Niveau B1 des Gemeinsamen europäischen Referenzrahmens.","h4x",,
"2.1","Wortschatz","Die Schülerinnen und Schüler verfügen über einen hinreichend großen Wortschatz, um sich mit Hilfe von einigen Umschreibungen über die häufigsten Alltagsthemen der eigenen und der fremdsprachlichen Gesellschaft und Kultur (vgl. Kapitel 3.3) äußern zu können. Darüber hinaus sind sie in der Lage, zusätzliche lexikalische Einheiten hörend oder lesend zu verstehen (rezeptiver Wortschatz) oder selbstständig aus Texten zu erschließen (potentieller Wortschatz). Die Schülerinnen und Schüler machen aber noch elementare Fehler, wenn es darum geht, komplexere Sachverhalte auszudrücken und wenig vertraute Themen und Situationen zu bewältigen.","d7s",,
"2.2","Grammatik","","f4a",,
"2.2.1","Aussagen, Fragen und Aufforderungen in bejahter und verneinter Form verstehen und formulieren,","","y5r",,
"2.2.2","Handlungen, Ereignisse und Sachverhalte als gegenwärtig, vergangen, zukünftig oder zeitlos, mehrere Geschehnisse als gleichzeitig oder aufeinanderfolgend bzw. unter Berücksichtigung von Vor- und Nachzeitigkeit erkennen und wiedergeben,","","x5h",,
"2.2.3","räumliche, zeitliche und logische Beziehungen erkennen und herstellen,","","h5e",,
"2.2.4","Handlungsperspektiven (aktive und passive Satzkonstruktionen) verstehen und selbst formulieren,","","p7g",,
"2.2.5","Anzahl, Art und Zugehörigkeit von Gegenständen, Lebewesen und Sachverhalten erkennen und beschreiben,","","t3s",,
"2.2.6","Informationen wörtlich und vermittelt wiedergeben (direkte/indirekte Rede),","","q3y",,
"2.2.7","Bedingungen und Bezüge formulieren.","","a4e",,
"2.3","Aussprache und Intonation","Die Schülerinnen und Schüler","q4p",,
"2.3.1","können verschiedenartige Aussprachevarianten der Zielsprache verstehen,","","h2f",,
"2.3.2","beherrschen die Aussprache in der Weise, dass diese i.d.R. weder auf der Wort- noch auf der Satzebene zu Missverständnissen führt,","","y3z",,
"2.3.3","können die Zeichen der Lautschrift sprachlich umsetzen.","","r9y",,
"2.4","Orthographie","Die Schülerinnen und Schüler können unter Anwendung der Rechtschreib- und Zeichensetzungsregeln der Zielsprache ausreichend korrekt und verständlich schreiben.","h5a",,
"3","Interkulturelle Kompetenzen","""""Interkulturelle Kompetenzen sind mehr als Wissen und mehr als eine Technik. Sie sind auch und vor allem Haltungen, die ihren Ausdruck gleichermaßen im Denken, Fühlen und Handeln und ihre Verankerung in entsprechenden Lebenserfahrungen und ethischen Prinzipien haben.\n\nInterkulturelle Kompetenzen beinhalten Einsicht in die Kulturabhängigkeit des eigenen Denkens, Handelns und Verhaltens sowie die Fähigkeit und Bereitschaft zur Wahrnehmung und Analyse fremdkultureller Perspektiven.\n\nZum Zeitpunkt des Erwerbs des Mittleren Schulabschlusses heißt das:\n\nDie Schülerinnen und Schüler""""","f7x",,
"3.1","Kompetenzen","","s4c",,
"3.1.1","kennen elementare spezifische Kommunikations- und Interaktionsregeln ausgewählter englisch- bzw. französischsprachiger Länder und verfügen über ein entsprechendes Sprachregister, das sie in vertrauten Situationen anwenden können,","","z6t",,
"3.1.2","sind neugierig auf Fremdes, aufgeschlossen für andere Kulturen und akzeptieren kulturelle Vielfalt,","","y5v",,
"3.1.3","sind bereit, sich auf fremde Situationen einzustellen und sich in Situationen des Alltagslebens angemessen zu verhalten,","","b6r",,
"3.1.4","sind in der Lage, ungewohnte Erfahrungen auszuhalten, mit ihnen sinnvoll und angemessen umzugehen und das Fremde nicht als etwas wahrzunehmen, das Angst macht,","","r6h",,
"3.1.5","können sich in Bezug auf die Befindlichkeiten und Denkweisen in den fremdkulturellen Partner hineinversetzen,","","x2c",,
"3.1.6","kennen gängige Sicht- und Wahrnehmungsweisen, Vorurteile und Stereotype des eigenen und des fremdkulturellen Landes und setzen sich mit ihnen auseinander,","","c6x",,
"3.1.7","können kulturelle Differenzen, Missverständnisse und Konfliktsituationen bewusst wahrnehmen, sich darüber verständigen und gegebenenfalls gemeinsam handeln.","","x6g",,
"3.2","Bezüge der Kompetenzen","Die Kenntnisse und Fertigkeiten beziehen sich insbesondere auf Charakteristika der eigenen und der fremdsprachlichen Gesellschaft und Kultur aus folgenden Bereichen:","t6e",,
"3.2.1","das tägliche Leben (Alltag, Schule und Freizeit, Essen und Trinken, Arbeitszeiten und -gewohnheiten, Feiertage u.a.),","","z9y",,
"3.2.2","Lebensbedingungen (Lebensstandard, geografische, soziokulturelle Merkmale, u.a.),","","y7p",,
"3.2.3","zwischenmenschliche Beziehungen (Geschlechterbeziehungen, Familienstrukturen, Generationsbeziehungen, u.a.),","","b7y",,
"3.2.4","Werte, Normen, Überzeugungen, Einstellungen (in Bezug auf regionale Kulturen, Traditionen, Geschichte, Minderheiten, Kunst, u.a.).","","a2q",,
"4","Methodenkompetenzen","Die Schülerinnen und Schüler verfügen ihrem Alter und Bildungsgang entsprechend über fachliche und fachübergreifende Arbeitstechniken und Methoden.","x3f",,
"4.1","Textrezeption (Leseverstehen und Hörverstehen)","Die Schülerinnen und Schüler können","z2g",,
"4.1.1","verschiedene Hör- und Lesetechniken auf unterschiedliche Textarten (z. B. Sachtexte, Artikel, literarische Kleinformen) anwenden,","","z3x",,
"4.1.2","sich schnell einen groben Überblick über den Inhalt eines Textes verschaffen,","","v5e",,
"4.1.3","wichtige Details durch Unterstreichen markieren,","","y7s",,
"4.1.4","wichtige Textstellen durch farbliches Hervorheben, durch das Notieren von Stichworten und durch ordnende ergänzende Randnotizen besonders kenntlich machen.","","y2b",,
"4.2","Interaktion","Die Schülerinnen und Schüler können","a7h",,
"4.2.1","sich in der Klasse, mit Partnern und in Gruppen in der Fremdsprache verständigen und Kommunikationsprozesse aufrecht erhalten,","","d5f",,
"4.2.2","sich in realen Alltagssituationen mit unterschiedlichen, englischsprachigen Personen verständigen und Verständigungsprobleme durch Rückfragen, durch Vereinfachungen, durch Höflichkeitsformeln und nonverbale Mittel überwinden,","","f9x",,
"4.2.3","Techniken des Vermittelns zwischen zwei Sprachen einsetzen.","","r3v",,
"4.3","Textproduktion (Sprechen und Schreiben)","Die Schülerinnen und Schüler können","a2a",,
"4.3.1","sich Informationen aus unterschiedlichen fremdsprachlichen Textquellen beschaffen, die se vergleichen, auswählen und bearbeiten,","","q7t",,
"4.3.2","Techniken des Notierens zur Vorbereitung eigener Texte oder Präsentationen nutzen,","","v5u",,
"4.3.3","mit Hilfe von Stichworten, Gliederungen, Handlungsgeländern Texte mündlich vortragen oder schriftlich verfassen,","","y9u",,
"4.3.4","die Phasen des Schreibprozesses (Entwerfen, Schreiben, Überarbeiten) selbstständig durchführen.","","p3x",,
"4.4","Lernstrategien","Lernstrategien beziehen sich auf sprachliche Mittel, auf Aussprache, Intonation, Orthographie sowie auf Grammatik. Die Schülerinnen und Schüler können","x2f",,
"4.4.1","Hilfsmittel zum Nachschlagen und Lernen, z. B. Wörterbücher, Grammatikbücher usw. selbstständig nutzen,","","e4d",,
"4.4.2","Verfahren zur Vernetzung, Strukturierung, Memorierung und Speicherung von sprachlichen Inputs, z. B. von Wortschatz, anwenden.","","e4t",,
"4.5","Präsentation und Medien","Die Schülerinnen und Schüler können","c3f",,
"4.5.1","Präsentationstechniken einsetzen (Medienwahl, Gliederungstechniken, Visualisierungstechniken, Gruppenpräsentation),","","x5c",,
"4.5.2","mit Lernprogrammen (auch Multimedia) arbeiten,","","h6a",,
"4.5.3","Neue Technologien zur Informationsbeschaffung, zur kommunikativen Interaktion (E-Mail) und zur Präsentation der Ergebnisse nutzen.","","e4b",,
"4.6","Lernbewusstheit und Lernorganisation","Die Schülerinnen und Schüler können","s4g",,
"4.6.1","den Nutzen der Fremdsprache zur Pflege von persönlichen und beruflichen Kontakten einschätzen,","","q6p",,
"4.6.2","selbstständig, mit einem Partner oder in Gruppen längere Zeit arbeiten,","","c4z",,
"4.6.3","ausgewählte Projekte (z. B. bilinguale Projekte) bearbeiten","","p6d",,
"4.6.4","für sie förderliche Lernbedingungen erkennen und nutzen, ihre Lernarbeit organisieren und die Zeit einteilen,","","g2g",,
"4.6.5","Fehler erkennen und diese Erkenntnisse für den eigenen Lernprozess nutzen,","","x2u",,
"4.6.6","ihren eigenen Lernfortschritt beschreiben und ggf. in einem Portfolio dokumentieren,","","z4t",,
